"","Location","Range_Min","Range_Max","Magic","Avg_Relative_Error","Max_Relative_Error","N","Bottom"
"26",8,1.19270833333333,1.35416666666667,1597284732,4.17275805375539e-05,0.00012114302808186,12,"point0625"
"27",9,1.35416666666667,1.515625,1597097557,8.93412379809888e-06,2.4138036678778e-05,12,"point0625"
"28",10,1.515625,1.67708333333333,1597040165,2.39316022998537e-07,6.02943998728733e-07,12,"point0625"
"29",11,1.67708333333333,1.83854166666667,1597096330,7.70206406741636e-06,2.12554041354451e-05,12,"point0625"
"30",12,1.83854166666667,2,1597228218,2.4261447833851e-05,7.144457049435e-05,12,"point0625"
"31",1,0.0625,0.170138888888889,1597459049,0.0010288996854797,0.00171061896253377,18,"point0625"
"32",2,0.170138888888889,0.277777777777778,1597826785,7.34852947061881e-05,0.00021876824030187,18,"point0625"
"33",3,0.277777777777778,0.385416666666667,1597310333,0.000258009909885004,0.000619431957602501,18,"point0625"
"34",4,0.385416666666667,0.493055555555556,1597160977,7.36906804377213e-05,0.00014079334505368,18,"point0625"
"35",5,0.493055555555556,0.600694444444444,1597207953,4.30872096330859e-05,0.00011105428711744,18,"point0625"
"36",6,0.600694444444444,0.708333333333333,1597134610,6.11732411925914e-06,1.1082172022725e-05,18,"point0625"
"37",7,0.708333333333333,0.815972222222222,1597276556,7.10457607056014e-05,0.00019995761977043,18,"point0625"
"38",8,0.815972222222222,0.923611111111111,1597561290,0.000187605110113509,0.000550256983842701,18,"point0625"
"39",9,0.923611111111111,1.03125,1597966834,7.0373553171521e-06,2.12455706787296e-05,18,"point0625"
"40",10,1.03125,1.13888888888889,1597725748,5.80403611820657e-05,0.000175293142092414,18,"point0625"
"41",11,1.13888888888889,1.24652777777778,1597431887,3.12819283863064e-05,9.3378490419127e-05,18,"point0625"
"42",12,1.24652777777778,1.35416666666667,1597232722,1.46702568599721e-05,4.32563829235733e-05,18,"point0625"
"43",13,1.35416666666667,1.46180555555556,1597109718,5.20132107340032e-06,1.50517935253447e-05,18,"point0625"
"44",14,1.46180555555556,1.56944444444444,1597049026,8.8895359340313e-07,2.2399467525247e-06,18,"point0625"
"45",15,1.56944444444444,1.67708333333333,1597040326,2.88529747649591e-07,6.04034823936672e-07,18,"point0625"
"46",16,1.67708333333333,1.78472222222222,1597075412,2.48515539169603e-06,6.94744267093483e-06,18,"point0625"
"47",17,1.78472222222222,1.89236111111111,1597147546,6.57865712128114e-06,1.94325439224485e-05,18,"point0625"
"48",18,1.89236111111111,2,1597251573,1.23548052215483e-05,3.64991501555778e-05,18,"point0625"
"49",1,0.0625,0.143229166666667,1597469471,0.000878008257132024,0.0016514629824087,24,"point0625"
"50",2,0.143229166666667,0.223958333333333,1597389406,0.000606064801104367,0.00109740742482245,24,"point0625"
"51",3,0.223958333333333,0.3046875,1597681020,0.000217340100789443,0.000643732608295977,24,"point0625"
"52",4,0.3046875,0.385416666666667,1597191955,8.12692087492906e-05,0.000198851732420735,24,"point0625"
"53",5,0.385416666666667,0.466145833333333,1597101472,2.19895973714301e-05,4.06130384362768e-05,24,"point0625"
"54",6,0.466145833333333,0.546875,1597245393,1.51088679558598e-05,4.46757949248422e-05,24,"point0625"
"55",7,0.546875,0.627604166666667,1597143468,8.43446014187066e-06,1.87774639925919e-05,24,"point0625"
"56",8,0.627604166666667,0.708333333333333,1597134619,5.33549518877408e-06,1.10859919004724e-05,24,"point0625"
"57",9,0.708333333333333,0.7890625,1597240445,3.28781861753669e-05,9.39259480219334e-05,24,"point0625"
"58",10,0.7890625,0.869791666666667,1597431963,7.77174354880117e-05,0.000229915414820425,24,"point0625"
"59",11,0.869791666666667,0.950520833333333,1597689722,0.000134929548949003,0.000398295145714656,24,"point0625"
"60",12,0.950520833333333,1.03125,1597966774,7.10505810275208e-06,2.1184960132814e-05,24,"point0625"
"61",13,1.03125,1.11197916666667,1597765780,3.49398032994941e-05,0.000105804363556672,24,"point0625"
"62",14,1.11197916666667,1.19270833333333,1597525779,2.24816612899303e-05,6.71778761898167e-05,24,"point0625"
"63",15,1.19270833333333,1.2734375,1597343546,1.3565074368671e-05,4.00992030336056e-05,24,"point0625"
"64",16,1.2734375,1.35416666666667,1597210168,7.31249156160629e-06,2.17258329939796e-05,24,"point0625"
"65",17,1.35416666666667,1.43489583333333,1597118452,3.3347052976751e-06,9.91868910205085e-06,24,"point0625"
"66",18,1.43489583333333,1.515625,1597062494,1.08149413335923e-06,3.1417946502188e-06,24,"point0625"
"67",19,1.515625,1.59635416666667,1597037624,1.25873839351698e-07,3.66937427997982e-07,24,"point0625"
"68",20,1.59635416666667,1.67708333333333,1597040326,2.16650150264286e-07,6.0339425544953e-07,24,"point0625"
"69",21,1.67708333333333,1.7578125,1597066559,1.12928398721124e-06,3.31901696881687e-06,24,"point0625"
"70",22,1.7578125,1.83854166666667,1597114393,2.65634616880561e-06,8.00114321464207e-06,24,"point0625"
"71",23,1.83854166666667,1.91927083333333,1597181095,4.74177886644611e-06,1.43678435051697e-05,24,"point0625"
"72",24,1.91927083333333,2,1597264784,7.3036703724938e-06,2.1916353944107e-05,24,"point0625"
"73",1,0.0625,0.123046875,1597469684,0.000921950209885836,0.00165311596356332,32,"point0625"
"74",2,0.123046875,0.18359375,1597201976,6.15099852439016e-05,0.000124334008432925,32,"point0625"
"75",3,0.18359375,0.244140625,1597507975,0.000687628460582346,0.00148250698111951,32,"point0625"
"76",4,0.244140625,0.3046875,1597681053,0.000219624955207109,0.000643736566416919,32,"point0625"
"77",5,0.3046875,0.365234375,1597209735,5.89085211686324e-05,0.000160511772264726,32,"point0625"
"78",6,0.365234375,0.42578125,1597048926,1.06423374290898e-06,2.40818371821661e-06,32,"point0625"
"79",7,0.42578125,0.486328125,1597154942,3.19434038829058e-05,8.64985922817141e-05,32,"point0625"
"80",8,0.486328125,0.546875,1597245399,1.50422201841138e-05,4.46070698671974e-05,32,"point0625"
"81",9,0.546875,0.607421875,1597146390,6.06691128268722e-06,1.60459658218315e-05,32,"point0625"
"82",10,0.607421875,0.66796875,1597112967,3.33636165805729e-07,7.59183535592456e-07,32,"point0625"
"83",11,0.66796875,0.728515625,1597156636,7.00361124472693e-06,1.93892046809196e-05,32,"point0625"
"84",12,0.728515625,0.7890625,1597254763,2.09838726732414e-05,6.14175587543286e-05,32,"point0625"
"85",13,0.7890625,0.849609375,1597399258,3.97904514102265e-05,0.000119023941806518,32,"point0625"
"86",14,0.849609375,0.91015625,1597581977,6.2322367739398e-05,0.000187346231541596,32,"point0625"
"87",15,0.91015625,0.970703125,1597796666,8.71833399287425e-05,0.000263167079538107,32,"point0625"
"88",16,0.970703125,1.03125,1597966722,7.07280423739576e-06,2.12195445783436e-05,32,"point0625"
"89",17,1.03125,1.091796875,1597797790,2.09615591302281e-05,6.27161789452657e-05,32,"point0625"
"90",18,1.091796875,1.15234375,1597606032,1.50400774145965e-05,4.50446859758813e-05,32,"point0625"
"91",19,1.15234375,1.212890625,1597448970,1.05322915260331e-05,3.13773562083952e-05,32,"point0625"
"92",20,1.212890625,1.2734375,1597322331,6.95770631864434e-06,2.10063462873222e-05,32,"point0625"
"93",21,1.2734375,1.333984375,1597222548,4.42527107225033e-06,1.33179537442629e-05,32,"point0625"
"94",22,1.333984375,1.39453125,1597146589,2.58836848843202e-06,7.71058694226667e-06,32,"point0625"
"95",23,1.39453125,1.455078125,1597091781,1.29387592551211e-06,3.88243643101305e-06,32,"point0625"
"96",24,1.455078125,1.515625,1597056351,4.90650961637584e-07,1.50988137193053e-06,32,"point0625"
"97",25,1.515625,1.576171875,1597037794,9.78586172095675e-08,2.99318372753987e-07,32,"point0625"
"98",26,1.576171875,1.63671875,1597035327,4.88047220414956e-08,1.5249857199251e-07,32,"point0625"
"99",27,1.63671875,1.697265625,1597046100,2.55187359243791e-07,7.76518049860897e-07,32,"point0625"
"100",28,1.697265625,1.7578125,1597070304,7.12865073637658e-07,2.17454294215713e-06,32,"point0625"
"101",29,1.7578125,1.818359375,1597106174,1.3679548374057e-06,4.17946512243361e-06,32,"point0625"
"102",30,1.818359375,1.87890625,1597152917,2.24034079110424e-06,6.6712336774799e-06,32,"point0625"
"103",31,1.87890625,1.939453125,1597209501,3.2321838716598e-06,9.62891408562427e-06,32,"point0625"
"104",32,1.939453125,2,1597275345,4.30075624535675e-06,1.29495474538999e-05,32,"point0625"
"105",1,0.0625,0.102864583333333,1597469700,0.000810471829026937,0.00165325624402612,48,"point0625"
"106",2,0.102864583333333,0.143229166666667,1597222741,2.86286231130362e-05,8.12973594292998e-05,48,"point0625"
"107",3,0.143229166666667,0.18359375,1597155694,1.71924020833103e-05,3.32792442350183e-05,48,"point0625"
"108",4,0.18359375,0.223958333333333,1597425894,0.000285313028143719,0.000791725818999112,48,"point0625"
"109",5,0.223958333333333,0.264322916666667,1597917898,2.2199345039553e-05,6.66813139105216e-05,48,"point0625"
"110",6,0.264322916666667,0.3046875,1597579852,0.000100279008620419,0.000294921163003892,48,"point0625"
"111",7,0.3046875,0.345052083333333,1597243736,3.40358419634867e-05,9.88745377981104e-05,48,"point0625"
"112",8,0.345052083333333,0.385416666666667,1597081033,6.31756802249583e-06,1.62074702529935e-05,48,"point0625"
"113",9,0.385416666666667,0.42578125,1597045066,7.64170522415952e-07,1.47787216064899e-06,48,"point0625"
"114",10,0.42578125,0.466145833333333,1597112573,9.86226768873166e-06,2.76725204457762e-05,48,"point0625"
"115",11,0.466145833333333,0.506510416666667,1597299028,4.34576435281997e-07,1.34888489355944e-06,48,"point0625"
"116",12,0.506510416666667,0.546875,1597234931,1.03336215033778e-05,3.07973423332442e-05,48,"point0625"
"117",13,0.546875,0.587239583333333,1597153949,3.52949086845911e-06,1.02313742900151e-05,48,"point0625"
"118",14,0.587239583333333,0.627604166666667,1597115515,5.16390400662203e-07,1.27929024529294e-06,48,"point0625"
"119",15,0.627604166666667,0.66796875,1597113129,3.31818881704748e-07,7.60104342134582e-07,48,"point0625"
"120",16,0.66796875,0.708333333333333,1597141031,2.25265193876112e-06,6.52129256195622e-06,48,"point0625"
"121",17,0.708333333333333,0.748697916666667,1597195213,5.80422647544765e-06,1.70195071405033e-05,48,"point0625"
"122",18,0.748697916666667,0.7890625,1597272110,1.02784943010192e-05,3.1254741770681e-05,48,"point0625"
"123",19,0.7890625,0.829427083333333,1597368862,1.60649324243423e-05,4.83935145894065e-05,48,"point0625"
"124",20,0.829427083333333,0.869791666666667,1597483030,2.26608408411266e-05,6.77464922773652e-05,48,"point0625"
"125",21,0.869791666666667,0.91015625,1597612679,2.97053520625923e-05,8.8831402536016e-05,48,"point0625"
"126",22,0.91015625,0.950520833333333,1597756083,3.70098641724326e-05,0.000111340959847439,48,"point0625"
"127",23,0.950520833333333,0.990885416666667,1597898053,4.10099564760458e-05,9.3094990006648e-05,48,"point0625"
"128",24,0.990885416666667,1.03125,1597966718,6.97823907103157e-06,2.12196100619622e-05,48,"point0625"
"129",25,1.03125,1.07161458333333,1597831593,9.76814681052929e-06,2.94317433144897e-05,48,"point0625"
"130",26,1.07161458333333,1.11197916666667,1597695426,7.91302045399789e-06,2.36955438595032e-05,48,"point0625"
"131",27,1.11197916666667,1.15234375,1597575912,6.28379211775609e-06,1.88752528629266e-05,48,"point0625"
"132",28,1.15234375,1.19270833333333,1597471337,4.94791311211884e-06,1.48445587910828e-05,48,"point0625"
"133",29,1.19270833333333,1.23307291666667,1597380677,3.83757515010075e-06,1.15165739771328e-05,48,"point0625"
"134",30,1.23307291666667,1.2734375,1597302408,2.94482947538199e-06,8.73700719239423e-06,48,"point0625"
"135",31,1.2734375,1.31380208333333,1597236085,2.13065072784957e-06,6.45722548142658e-06,48,"point0625"
"136",32,1.31380208333333,1.35416666666667,1597180353,1.52008624354494e-06,4.57780424767407e-06,48,"point0625"
"137",33,1.35416666666667,1.39453125,1597134787,1.03129809758684e-06,3.12138695335307e-06,48,"point0625"
"138",34,1.39453125,1.43489583333333,1597098406,6.40258122075466e-07,1.99915962184605e-06,48,"point0625"
"139",35,1.43489583333333,1.47526041666667,1597070611,3.71213388916658e-07,1.15832017399953e-06,48,"point0625"
"140",36,1.47526041666667,1.515625,1597050984,1.78992749511053e-07,5.87025340337277e-07,48,"point0625"
"141",37,1.515625,1.55598958333333,1597038746,6.60027339449698e-08,2.93519008209842e-07,48,"point0625"
"142",38,1.55598958333333,1.59635416666667,1597033274,3.11923074036713e-08,1.50150583522191e-07,48,"point0625"
"143",39,1.59635416666667,1.63671875,1597035594,4.3757367507169e-08,1.52496028249516e-07,48,"point0625"
"144",40,1.63671875,1.67708333333333,1597042561,9.50370946384282e-08,3.81310201191809e-07,48,"point0625"
"145",41,1.67708333333333,1.71744791666667,1597055911,2.0745599726979e-07,6.94788127475476e-07,48,"point0625"
"146",42,1.71744791666667,1.7578125,1597074603,3.62574184009645e-07,1.17171066449373e-06,48,"point0625"
"147",43,1.7578125,1.79817708333333,1597098737,5.64885283438343e-07,1.73879152498557e-06,48,"point0625"
"148",44,1.79817708333333,1.83854166666667,1597127462,7.86914085892931e-07,2.42453370447038e-06,48,"point0625"
"149",45,1.83854166666667,1.87890625,1597160884,1.04711079984554e-06,3.23285553349706e-06,48,"point0625"
"150",46,1.87890625,1.91927083333333,1597198723,1.33934315726947e-06,4.0852760321286e-06,48,"point0625"
"151",47,1.91927083333333,1.95963541666667,1597240679,1.66289828484878e-06,5.03728551848326e-06,48,"point0625"
"152",48,1.95963541666667,2,1597286378,1.96331507140712e-06,6.0691086218867e-06,48,"point0625"
"153",1,0.0625,0.0927734375,1597491620,0.000606078887358308,0.00152597925625741,64,"point0625"
"154",2,0.0927734375,0.123046875,1597158812,7.55220171413384e-05,0.000136070157168433,64,"point0625"
"155",3,0.123046875,0.1533203125,1597204254,4.84094198327512e-05,0.000119214593723882,64,"point0625"
"156",4,0.1533203125,0.18359375,1597155688,1.77599322341848e-05,3.32735289703123e-05,64,"point0625"
"157",5,0.18359375,0.2138671875,1597355354,0.000130274362163618,0.000370907335309312,64,"point0625"
"158",6,0.2138671875,0.244140625,1597685367,0.000275562808383256,0.000641235907096416,64,"point0625"
"159",7,0.244140625,0.2744140625,1597848299,5.83582477702294e-05,0.000174851855263114,64,"point0625"
"160",8,0.2744140625,0.3046875,1597517227,4.90602105855942e-05,0.000146474500070326,64,"point0625"
"161",9,0.3046875,0.3349609375,1597267276,2.22588096221443e-05,6.47842098260298e-05,64,"point0625"
"162",10,0.3349609375,0.365234375,1597118139,7.1796575866756e-06,2.08925994229503e-05,64,"point0625"
"163",11,0.365234375,0.3955078125,1597049007,1.01918749351171e-06,2.3989227884158e-06,64,"point0625"
"164",12,0.3955078125,0.42578125,1597045099,6.70280655867828e-07,1.47788557569584e-06,64,"point0625"
"165",13,0.42578125,0.4560546875,1597094984,4.51219511887757e-06,1.28805804706644e-05,64,"point0625"
"166",14,0.4560546875,0.486328125,1597189775,1.13111491373274e-05,3.32488707499579e-05,64,"point0625"
"167",15,0.486328125,0.5166015625,1597283484,2.48881042352878e-06,7.62562967793201e-06,64,"point0625"
"168",16,0.5166015625,0.546875,1597219858,5.12677570441156e-06,1.54230601765448e-05,64,"point0625"
"169",17,0.546875,0.5771484375,1597159495,2.33512196246011e-06,6.79226695865509e-06,64,"point0625"
"170",18,0.5771484375,0.607421875,1597123492,6.70497456667363e-07,1.99261671696149e-06,64,"point0625"
"171",19,0.607421875,0.6376953125,1597108329,4.83420308228233e-08,1.90079148865152e-07,64,"point0625"
"172",20,0.6376953125,0.66796875,1597113402,2.43023038137835e-07,6.8198164626665e-07,64,"point0625"
"173",21,0.66796875,0.6982421875,1597134460,1.0476866236786e-06,3.11806161334971e-06,64,"point0625"
"174",22,0.6982421875,0.728515625,1597170604,2.38562688537058e-06,7.122404895199e-06,64,"point0625"
"175",23,0.728515625,0.7587890625,1597220191,4.12454073739354e-06,1.24607631732943e-05,64,"point0625"
"176",24,0.7587890625,0.7890625,1597281853,6.2108256315696e-06,1.87429905054159e-05,64,"point0625"
"177",25,0.7890625,0.8193359375,1597354531,8.72613236424513e-06,2.60050637734821e-05,64,"point0625"
"178",26,0.8193359375,0.849609375,1597437115,1.13929663712042e-05,3.39529797201976e-05,64,"point0625"
"179",27,0.849609375,0.8798828125,1597528822,1.4158851627144e-05,4.24918762291782e-05,64,"point0625"
"180",28,0.8798828125,0.91015625,1597628862,1.73590542544844e-05,5.15498286404181e-05,64,"point0625"
"181",29,0.91015625,0.9404296875,1597736468,2.05298856599256e-05,6.10389688517898e-05,64,"point0625"
"182",30,0.9404296875,0.970703125,1597851119,2.38407246797578e-05,7.09398009348661e-05,64,"point0625"
"183",31,0.970703125,1.0009765625,1598028379,3.36469625494829e-08,1.19251879482363e-07,64,"point0625"
"184",32,1.0009765625,1.03125,1597964777,6.55743042443646e-06,1.98580764845246e-05,64,"point0625"
"185",33,1.03125,1.0615234375,1597849083,5.6306798796868e-06,1.70107468875358e-05,64,"point0625"
"186",34,1.0615234375,1.091796875,1597743814,4.83552776131546e-06,1.44931336762966e-05,64,"point0625"
"187",35,1.091796875,1.1220703125,1597648144,4.05567834604881e-06,1.23118461488048e-05,64,"point0625"
"188",36,1.1220703125,1.15234375,1597561362,3.45615285368694e-06,1.03548272818443e-05,64,"point0625"
"189",37,1.15234375,1.1826171875,1597483103,2.83152985502966e-06,8.63791410665726e-06,64,"point0625"
"190",38,1.1826171875,1.212890625,1597412510,2.36916343965277e-06,7.19499757906306e-06,64,"point0625"
"191",39,1.212890625,1.2431640625,1597349355,1.95678012460121e-06,5.84826148042339e-06,64,"point0625"
"192",40,1.2431640625,1.2734375,1597293184,1.57123054123076e-06,4.77558842248982e-06,64,"point0625"
"193",41,1.2734375,1.3037109375,1597243306,1.23728284506797e-06,3.81115773961938e-06,64,"point0625"
"194",42,1.3037109375,1.333984375,1597199677,9.71843974184594e-07,2.99450789498223e-06,64,"point0625"
"195",43,1.333984375,1.3642578125,1597161689,7.41824862870999e-07,2.29740203394613e-06,64,"point0625"
"196",44,1.3642578125,1.39453125,1597129417,5.51111554614181e-07,1.6892935263968e-06,64,"point0625"
"197",45,1.39453125,1.4248046875,1597102096,3.89900208119798e-07,1.20949823667615e-06,64,"point0625"
"198",46,1.4248046875,1.455078125,1597079761,2.6389463414489e-07,8.62783053889871e-07,64,"point0625"
"199",47,1.455078125,1.4853515625,1597061826,1.63580466505664e-07,5.752672223025e-07,64,"point0625"
"200",48,1.4853515625,1.515625,1597048480,9.43344318216077e-08,3.63343843901021e-07,64,"point0625"
"201",49,1.515625,1.5458984375,1597039130,4.98056103026556e-08,2.20468095335491e-07,64,"point0625"
"202",50,1.5458984375,1.576171875,1597033653,3.51808822074418e-08,1.49475653188347e-07,64,"point0625"
"203",51,1.576171875,1.6064453125,1597033507,2.92099020526848e-08,1.50819218447396e-07,64,"point0625"
"204",52,1.6064453125,1.63671875,1597035911,3.90790759752235e-08,1.52493285554556e-07,64,"point0625"
"205",53,1.63671875,1.6669921875,1597041360,5.83920005681193e-08,2.30832455372365e-07,64,"point0625"
"206",54,1.6669921875,1.697265625,1597049931,9.39327833293646e-08,3.84864193847534e-07,64,"point0625"
"207",55,1.697265625,1.7275390625,1597062007,1.50026281175997e-07,5.43607598046947e-07,64,"point0625"
"208",56,1.7275390625,1.7578125,1597077015,2.19767358089484e-07,7.11223947291728e-07,64,"point0625"
"209",57,1.7578125,1.7880859375,1597095106,3.0044890309e-07,9.56428493736894e-07,64,"point0625"
"210",58,1.7880859375,1.818359375,1597115798,4.00795386212849e-07,1.27531006910431e-06,64,"point0625"
"211",59,1.818359375,1.8486328125,1597139175,5.05061507283244e-07,1.53978021444345e-06,64,"point0625"
"212",60,1.8486328125,1.87890625,1597165122,6.18141655195359e-07,1.87914054095017e-06,64,"point0625"
"213",61,1.87890625,1.9091796875,1597193529,7.37951324936148e-07,2.28774615607108e-06,64,"point0625"
"214",62,1.9091796875,1.939453125,1597224167,8.67004700921825e-07,2.65624203166226e-06,64,"point0625"
"215",63,1.939453125,1.9697265625,1597257154,1.00392048807407e-06,3.07142704514263e-06,64,"point0625"
"216",64,1.9697265625,2,1597292201,1.16148839879315e-06,3.51355038219481e-06,64,"point0625"
"217",1,0.0625,0.0826822916666667,1597580668,0.000375148607417941,0.0010649150935933,96,"point0625"
"218",2,0.0826822916666667,0.102864583333333,1597109175,2.75041693384992e-05,5.01154208905064e-05,96,"point0625"
"219",3,0.102864583333333,0.123046875,1597160990,5.35337640030775e-05,0.000130989006720483,96,"point0625"
"220",4,0.123046875,0.143229166666667,1597222745,2.91208307316992e-05,8.12981234048493e-05,96,"point0625"
"221",5,0.143229166666667,0.163411458333333,1597123149,2.21725235860504e-06,4.06058916269103e-06,96,"point0625"
"222",6,0.163411458333333,0.18359375,1597157916,1.15363236545818e-05,3.01363561447943e-05,96,"point0625"
"223",7,0.18359375,0.203776041666667,1597293946,4.57463866041508e-05,0.000133214038214646,96,"point0625"
"224",8,0.203776041666667,0.223958333333333,1597508616,9.51286710915156e-05,0.000281396351056173,96,"point0625"
"225",9,0.223958333333333,0.244140625,1597768677,0.000146476435475051,0.000367375731002539,96,"point0625"
"226",10,0.244140625,0.264322916666667,1597917883,2.24124232772738e-05,6.66381092742085e-05,96,"point0625"
"227",11,0.264322916666667,0.284505208333333,1597681335,3.04322984447936e-05,9.18101650313474e-05,96,"point0625"
"228",12,0.284505208333333,0.3046875,1597461139,1.911430626933e-05,5.73130564589519e-05,96,"point0625"
"229",13,0.3046875,0.324869791666667,1597295597,1.13451342258486e-05,3.33615898853168e-05,96,"point0625"
"230",14,0.324869791666667,0.345052083333333,1597176325,5.80666164751165e-06,1.72960026247893e-05,96,"point0625"
"231",15,0.345052083333333,0.365234375,1597096740,2.42948681261623e-06,7.21279820936616e-06,96,"point0625"
"232",16,0.365234375,0.385416666666667,1597051395,6.47293632027868e-07,1.85017438525392e-06,96,"point0625"
"233",17,0.385416666666667,0.405598958333333,1597034753,3.81479559052877e-08,1.51277376403414e-07,96,"point0625"
"234",18,0.405598958333333,0.42578125,1597046358,4.29099628718177e-07,1.2156056072854e-06,96,"point0625"
"235",19,0.42578125,0.445963541666667,1597079888,1.57150134327821e-06,4.61724994238466e-06,96,"point0625"
"236",20,0.445963541666667,0.466145833333333,1597133943,3.34370838572795e-06,9.92936202237615e-06,96,"point0625"
"237",21,0.466145833333333,0.486328125,1597206375,5.58786359761143e-06,1.66850913956296e-05,96,"point0625"
"238",22,0.486328125,0.506510416666667,1597299074,4.35424198030887e-07,1.34889637593005e-06,96,"point0625"
"239",23,0.506510416666667,0.526692708333333,1597258681,3.13582540911739e-06,9.51658603298711e-06,96,"point0625"
"240",24,0.526692708333333,0.546875,1597206386,2.05767560146342e-06,6.08278878644342e-06,96,"point0625"
"241",25,0.546875,0.567057291666667,1597166251,1.17295917334559e-06,3.59071691491408e-06,96,"point0625"
"242",26,0.567057291666667,0.587239583333333,1597137180,5.85442990086449e-07,1.82702808615431e-06,96,"point0625"
"243",27,0.587239583333333,0.607421875,1597118202,2.20131624928399e-07,7.31069746962021e-07,96,"point0625"
"244",28,0.607421875,0.627604166666667,1597108214,4.36572697992688e-08,1.88837006476206e-07,96,"point0625"
"245",29,0.627604166666667,0.647786458333333,1597107951,3.60477763194922e-08,1.89988313081813e-07,96,"point0625"
"246",30,0.647786458333333,0.66796875,1597114867,1.52738465430957e-07,4.8711837052906e-07,96,"point0625"
"247",31,0.66796875,0.688151041666667,1597128707,3.83550514015951e-07,1.18667480819568e-06,96,"point0625"
"248",32,0.688151041666667,0.708333333333333,1597149696,7.31599357095547e-07,2.27459645429917e-06,96,"point0625"
"249",33,0.708333333333333,0.728515625,1597176888,1.17188051262929e-06,3.56120494870993e-06,96,"point0625"
"250",34,0.728515625,0.748697916666667,1597210022,1.70218174844194e-06,5.15740202899906e-06,96,"point0625"
"251",35,0.748697916666667,0.768880208333333,1597248615,2.30593627748021e-06,6.91112609274569e-06,96,"point0625"
"252",36,0.768880208333333,0.7890625,1597292356,2.97074416266696e-06,8.89496459421935e-06,96,"point0625"
"253",37,0.7890625,0.809244791666667,1597340782,3.66148901775887e-06,1.10454902824131e-05,96,"point0625"
"254",38,0.809244791666667,0.829427083333333,1597393775,4.4460598473961e-06,1.33537441797671e-05,96,"point0625"
"255",39,0.829427083333333,0.849609375,1597450950,5.20776484336238e-06,1.57424292410724e-05,96,"point0625"
"256",40,0.849609375,0.869791666666667,1597512127,6.11918767390307e-06,1.8240190911456e-05,96,"point0625"
"257",41,0.869791666666667,0.889973958333333,1597577095,6.99679276294773e-06,2.09175086638425e-05,96,"point0625"
"258",42,0.889973958333333,0.91015625,1597645509,7.8794773799018e-06,2.36554551520385e-05,96,"point0625"
"259",43,0.91015625,0.930338541666667,1597717298,8.82022050063824e-06,2.64457921730354e-05,96,"point0625"
"260",44,0.930338541666667,0.950520833333333,1597792284,9.74128852249123e-06,2.9320688554435e-05,96,"point0625"
"261",45,0.950520833333333,0.970703125,1597870160,1.09017273643985e-05,3.23099084198475e-05,96,"point0625"
"262",46,0.970703125,0.990885416666667,1597950178,1.16921701192041e-05,3.39432372129522e-05,96,"point0625"
"263",47,0.990885416666667,1.01106770833333,1598006956,9.21691309940798e-07,2.87679745269998e-06,96,"point0625"
"264",48,1.01106770833333,1.03125,1597944312,2.88488331534609e-06,8.65556557982927e-06,96,"point0625"
"265",49,1.03125,1.05143229166667,1597867195,2.56450675806263e-06,7.80829032009933e-06,96,"point0625"
"266",50,1.05143229166667,1.07161458333333,1597794823,2.29051329370122e-06,7.0286341724568e-06,96,"point0625"
"267",51,1.07161458333333,1.091796875,1597726825,2.07468769986008e-06,6.29365240456536e-06,96,"point0625"
"268",52,1.091796875,1.11197916666667,1597663133,1.88343949503178e-06,5.65680056752171e-06,96,"point0625"
"269",53,1.11197916666667,1.13216145833333,1597603249,1.67160317232629e-06,5.02850707562175e-06,96,"point0625"
"270",54,1.13216145833333,1.15234375,1597547476,1.48176161474112e-06,4.50292009190889e-06,96,"point0625"
"271",55,1.15234375,1.17252604166667,1597495220,1.33002163238416e-06,4.00158887714497e-06,96,"point0625"
"272",56,1.17252604166667,1.19270833333333,1597446560,1.16163505481381e-06,3.54980943484406e-06,96,"point0625"
"273",57,1.19270833333333,1.212890625,1597401082,1.01503724181384e-06,3.12466727336869e-06,96,"point0625"
"274",58,1.212890625,1.23307291666667,1597359077,8.97678830824589e-07,2.75705519925395e-06,96,"point0625"
"275",59,1.23307291666667,1.25325520833333,1597320056,7.77893433223653e-07,2.40214535551786e-06,96,"point0625"
"276",60,1.25325520833333,1.2734375,1597284040,6.74997522764897e-07,2.08511755772633e-06,96,"point0625"
"277",61,1.2734375,1.29361979166667,1597250710,5.85862608204479e-07,1.8161580328524e-06,96,"point0625"
"278",62,1.29361979166667,1.31380208333333,1597220311,4.91904017962952e-07,1.55931923018215e-06,96,"point0625"
"279",63,1.31380208333333,1.333984375,1597192717,4.16525921309585e-07,1.30800242459372e-06,96,"point0625"
"280",64,1.333984375,1.35416666666667,1597167301,3.49193811644e-07,1.10977214262675e-06,96,"point0625"
"281",65,1.35416666666667,1.37434895833333,1597144612,2.88413616544858e-07,9.0838091182377e-07,96,"point0625"
"282",66,1.37434895833333,1.39453125,1597123955,2.3432481555119e-07,7.74229988564912e-07,96,"point0625"
"283",67,1.39453125,1.41471354166667,1597105844,1.90649657838549e-07,6.38038386568951e-07,96,"point0625"
"284",68,1.41471354166667,1.43489583333333,1597090103,1.48290567381082e-07,4.99790530739119e-07,96,"point0625"
"285",69,1.43489583333333,1.455078125,1597075963,1.15166635339392e-07,4.28494615789532e-07,96,"point0625"
"286",70,1.455078125,1.47526041666667,1597064354,8.6726565484696e-08,3.59515155423651e-07,96,"point0625"
